State,Pollutant,Measure,Time,Value
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2020,0.7
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1970,19.6
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1971,20
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1972,21.5
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1973,21.7
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1974,23.1
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1975,17.7
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1976,20.1
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1977,18.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1978,20.5
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1979,19.8
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1980,18.5
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1981,15.9
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1982,16.8
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1983,18.1
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1984,20.8
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1985,19.8
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1986,21.7
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1987,22.9
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1988,25.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1989,29
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1990,26.4
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1991,26
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1992,25.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1993,27.5
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1994,28.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1995,27.4
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1996,27.9
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1997,27.9
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1998,31.1
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,1999,32.1
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2000,31.2
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2001,30.6
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2002,31
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2003,31.9
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2004,31.1
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2005,32.4
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2006,29.7
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2007,30.5
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2008,28.2
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2009,24.6
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2010,25.2
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2011,22.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2012,19.2
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2013,17.5
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2014,19.2
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2015,16.8
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2016,17.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2017,12
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2018,16.3
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2019,11.8
Maryland,Carbon Dioxide,million metric tons of carbon dioxide,2020,9.2
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1970,22.1
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1971,21.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1972,23.1
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1973,22
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1974,20.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1975,21
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1976,22.1
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1977,22.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1978,23.1
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1979,22.1
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1980,23.8
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1981,21.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1982,23.6
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1983,23
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1984,25.2
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1985,23.8
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1986,25.4
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1987,26.4
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1988,26.8
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1989,28.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1990,25.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1991,25.9
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1992,24.4
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1993,22
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1994,22.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1995,21.4
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1996,20.9
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1997,26.2
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1998,26.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,1999,24
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2000,22.2
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2001,22
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2002,22.9
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2003,25
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2004,23.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2005,24.5
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2006,21.6
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2007,23.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2008,20.2
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2009,17.6
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2010,18.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2011,14.4
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2012,12.1
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2013,12.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2014,10.8
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2015,11.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2016,10.7
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2017,10.3
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2018,7.6
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2019,6.2
Massachusetts,Carbon Dioxide,million metric tons of carbon dioxide,2020,5.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1970,52.3
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1971,55
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1972,54.2
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1973,54.8
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1974,55.6
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1975,56.9
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1976,55.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1977,55.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1978,58.3
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1979,60.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1980,56.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1981,55.8
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1982,51.2
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1983,51.6
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1984,55.3
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1985,58.4
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1986,61.3
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1987,68.8
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1988,67.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1989,65.2
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1990,67.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1991,67.8
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1992,64.6
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1993,65.2
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1994,70.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1995,70.1
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1996,72
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1997,72
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1998,77
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,1999,76.2
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2000,73.8
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2001,73.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2002,71.9
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2003,70.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2004,74
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2005,76.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2006,72.4
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2007,76
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2008,73.4
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2009,70
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2010,71.1
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2011,65.6
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2012,63.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2013,62.7
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2014,60.2
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2015,63
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2016,55.5
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2017,55.8
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2018,59
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2019,54.6
Michigan,Carbon Dioxide,million metric tons of carbon dioxide,2020,47
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1970,15.8
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1971,13.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1972,15.1
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1973,16.1
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1974,16.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1975,14.9
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1976,18.4
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1977,22.4
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1978,21.2
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1979,19.5
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1980,21.7
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1981,21.4
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1982,18.4
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1983,18.2
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1984,20
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1985,19.2
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1986,17
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1987,22.8
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1988,27.5
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1989,29.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1990,29.2
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1991,28
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1992,27.7
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1993,29.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1994,29.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1995,30.1
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1996,30.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1997,30.8
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1998,31.7
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,1999,30.5
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2000,33.1
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2001,32.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2002,33.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2003,36.9
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2004,35.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2005,35.9
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2006,34.8
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2007,34.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2008,33.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2009,30.5
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2010,29.6
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2011,29.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2012,25.7
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2013,26
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2014,29.4
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2015,27.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2016,26.7
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2017,25.3
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2018,26.7
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2019,22.9
Minnesota,Carbon Dioxide,million metric tons of carbon dioxide,2020,19.2
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1970,6.8
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1971,7.3
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1972,8.3
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1973,8.7
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1974,9.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1975,9.3
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1976,11.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1977,13.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1978,15.5
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1979,13.9
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1980,14.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1981,13
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1982,14
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1983,11.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1984,12.9
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1985,12.9
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1986,13.1
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1987,13.3
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1988,14.1
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1989,11.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1990,13.4
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1991,12.2
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1992,11
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1993,13.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1994,13.9
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1995,15.3
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1996,17
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1997,17.9
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1998,19.6
Mississippi,Carbon Dioxide,million metric tons of carbon dioxide,1999,20.8
